model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,32,reference,300,greedy,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114797,1.0,2133312.0,2133312.0,2133312.0,"[0.08833056474726034, 0.17108753377041477, 0.15343270839731576]","[0.013699416660339494, 0.11109458755522732]","[0.8196338950044655, 0.6803661049955347]","[2810031.250227459, 66472500.00103919]","[189227.6, 1013017.6587500001]","[0.0, 0.0]","[0.0, 0.0]","[5.051011994728836e-13, 1.8742704624105136e-12]",11.938768954849396,"[0.17954205884334543, 0.36123636971803913]","[383224.5, 0.0, 1750087.5, 0.0]","[7.218462708009727, 0.0, 4.723724858128416, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,kv_only,0.8,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.6266094962012707, 0.6311689743615079]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,kv_only,1.0,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.5012875969610164, 0.504935179489207]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,kv_only,1.2,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.41773966413418095, 0.4207793162410055]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,replay_only,0.8,4000,20,complete,0.0,0.0,3.1913657431144502e-06,0.0,0.0,3.1916996001206117e-06,0.0,0.0,0.0,0.0,1.0499999999997272,"[0.046822525265952084, 0.15478956971785401, 0.1318097356542728]","[1.3459038804502408e-06, 1.8336582273035807e-07]","[0.9999986379067509, 0.9999998111900366]","[81118496.88241942, 441246507.4612347]","[282204.4, 1654286.1]","[282204.4, 1654286.1]","[0.0, 0.0]","[193414.32225321705, 2944451.4932122612]",11.938768954849396,"[0.16576465451882158, 0.34115043125002364]","[0.15, 0.0, 0.0, 0.0]","[3.4846752551639514e-07, 0.0, 0.0, 0.0]",2133311.85,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,replay_only,1.0,4000,20,complete,4.585984109389583,8.907232808772294,11.066168335487408,0.7461491275867285,4.585984109389583,11.012587105937678,0.10183755219539721,0.0,1972333.3000000003,2044620.0,2099098.699999999,"[0.08833056474726031, 0.1710875337704148, 0.15343270839731576]","[0.01574974816776007, 0.13331350506627276]","[0.9835606740053597, 0.8164393259946422]","[60099698.69938445, 172639059.40116054]","[349568.638, 1196126.25025]","[92511.4, 0.0]","[0.0, 0.0]","[13790.898582581713, 2.5200358778356376e-12]",11.938768954849396,"[0.17954205884334543, 0.36123636971803913]","[290713.1, 0.0, 1750087.5, 0.0]","[3.781995691060199, 0.0, 4.723724858128416, 0.0]",92511.4,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,replay_only,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114797,1.0,2133312.0,2133312.0,2133312.0,"[0.08833056474726034, 0.17108753377041477, 0.15343270839731576]","[0.013699416660339494, 0.11109458755522732]","[0.8196338950044655, 0.6803661049955347]","[2810031.250227459, 66472500.00103919]","[189227.6, 1013017.6587500001]","[0.0, 0.0]","[0.0, 0.0]","[5.051011994728836e-13, 1.8742704624105136e-12]",11.938768954849396,"[0.17954205884334543, 0.36123636971803913]","[383224.5, 0.0, 1750087.5, 0.0]","[7.218462708009727, 0.0, 4.723724858128416, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,isolated_fastest,0.8,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.6266094962012707, 0.6311689743615079]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,isolated_fastest,1.0,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.5012875969610164, 0.504935179489207]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,300,isolated_fastest,1.2,4000,20,complete,0.010865999771149491,0.05443719238025675,0.13903076561818287,0.0045364153703953605,0.03919152101454847,0.11432542556348253,0.0677585351875745,0.32599999999999996,318.0,1525.0,7412.0,"[0.9904048222249779, 0.9949850298228867, 0.9938314641169619]","[0.0, 0.0]","[0.41773966413418095, 0.4207793162410055]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.09286536287111599,"[0.15024232905248452, 0.15031622320925997]","[0.0, 568.34325, 0.0, 2123.1112500000004]","[0.0, 0.01281210763967665, 0.0, 0.048779150140940176]",2130620.5455,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,queue_haul,0.8,4000,20,complete,0.0,0.0,1.2255779943757427e-07,0.0,0.0,1.2389502401290113e-07,0.0,0.0,0.0,0.0,0.0999999999994543,"[0.09328630529067557, 0.023147815839134632, 0.03799539427949315]","[6.654065751386417e-08, 3.618784758563351e-08]","[0.9999999316136459, 0.9999999634592719]","[433489841.6174426, 380594056.16947734]","[776582.75, 648131.45]","[776582.75, 648131.45]","[0.0, 0.0]","[868125.2852543847, 776587.8464682829]",11.938768954849396,"[0.21215129120567583, 0.20704556056555057]","[0.0, 0.0, 0.0, 0.1]","[0.0, 0.0, 0.0, 1.2331132826949876e-07]",2133311.9,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,queue_haul,1.0,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.8708388894335078, 0.8990243430211674, 0.8923942669548074]","[0.037617377215622805, 0.037177322670560106]","[0.8997806904091462, 0.900219309590855]","[81635392.87655823, 122524138.82950583]","[571110.37625, 862356.08825]","[0.0, 0.0]","[0.0, 0.0]","[2.776611797254691e-12, 1.7107239362081083e-12]",11.938768954849396,"[0.26997024916309276, 0.27080817939829205]","[1107777.75, 173.15, 1024568.9, 792.2]","[5.967150300856127, 0.0006684515434973784, 5.971310065723243, 0.003058748015279513]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,queue_haul,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.870838889433508, 0.8990243430211677, 0.8923942669548074]","[0.03134781434635235, 0.03098110222546673]","[0.7498172420076219, 0.7501827579923785]","[17531532.904239617, 31215726.368587762]","[408551.05, 650899.7897500001]","[0.0, 0.0]","[0.0, 0.0]","[1.3694968093586057e-12, 7.564722832517635e-13]",11.938768954849396,"[0.26997024916309276, 0.27080817939829205]","[1107777.75, 173.15, 1024568.9, 792.2]","[5.967150300856127, 0.0006684515434973784, 5.971310065723243, 0.003058748015279513]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,greedy,0.8,4000,20,complete,0.0,0.0,2.1528228774658967e-06,0.0,0.0,2.1591671715443644e-06,0.0,0.0,0.0,0.0,1.0499999999997272,"[0.023528716660577598, 0.0805967947673146, 0.06845015178422267]","[1.3968370086787333e-06, 1.4654215374505297e-07]","[0.9999985941667615, 0.9999998511462792]","[166902506.81601328, 955349938.2250354]","[284153.0, 1689733.1]","[284153.0, 1689733.1]","[0.0, 0.0]","[194048.33234228852, 3097799.938336308]",11.938768954849396,"[0.1658426731201197, 0.3490399135244374]","[0.15, 0.0, 0.0, 0.0]","[7.429709866814749e-07, 0.0, 0.0, 0.0]",2133311.85,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,greedy,1.0,4000,20,complete,4.574275206061069,9.119238686668918,10.959768855843276,0.7639250039966037,4.576693998303074,10.906702475965213,0.10426367811953276,0.0,1971452.6500000004,2044660.5,2095185.2999999989,"[0.045819021996001956, 0.08509812506052852, 0.07671635419865788]","[0.008429367628470323, 0.06629599695218312]","[0.991419567040899, 0.8085804329591019]","[130400543.2138408, 161568070.723841]","[373605.55, 1179628.751]","[91731.15, 0.0]","[0.0, 0.0]","[6041.457532288811, 2.7149951436892566e-12]",11.938768954849396,"[0.18064047198354907, 0.36013795657783565]","[299605.35, 0.0, 1741975.5, 0.0]","[3.930262376930218, 0.0, 4.606408199652578, 0.0]",91731.15,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,greedy,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.04581902199600195, 0.08509812506052854, 0.07671635419865788]","[0.007150337980964183, 0.055246664126819243]","[0.8261829725340817, 0.6738170274659184]","[3223392.839726229, 64039556.95218247]","[192410.8, 1008365.00875]","[0.0, 0.0]","[0.0, 0.0]","[4.3794541257358156e-13, 1.4937335110140617e-12]",11.938768954849396,"[0.18064047198354907, 0.36013795657783565]","[391336.5, 0.0, 1741975.5, 0.0]","[7.335779366485566, 0.0, 4.606408199652578, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,kv_only,0.8,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.6282206663625036, 0.6373393325221851]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,kv_only,1.0,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.5025765330900027, 0.509871466017748]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,kv_only,1.2,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.41881377757500216, 0.4248928883481232]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,replay_only,0.8,4000,20,complete,0.0,0.0,2.1528228774658967e-06,0.0,0.0,2.1591671715443644e-06,0.0,0.0,0.0,0.0,1.0499999999997272,"[0.023528716660577598, 0.0805967947673146, 0.06845015178422267]","[1.3968370086787333e-06, 1.4654215374505297e-07]","[0.9999985941667615, 0.9999998511462792]","[166902506.81601328, 955349938.2250354]","[284153.0, 1689733.1]","[284153.0, 1689733.1]","[0.0, 0.0]","[194048.33234228852, 3097799.938336308]",11.938768954849396,"[0.1658426731201197, 0.3490399135244374]","[0.15, 0.0, 0.0, 0.0]","[7.429709866814749e-07, 0.0, 0.0, 0.0]",2133311.85,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,replay_only,1.0,4000,20,complete,4.574275206061069,9.119238686668918,10.959768855843276,0.7639250039966037,4.576693998303074,10.906702475965213,0.10426367811953276,0.0,1971452.6500000004,2044660.5,2095185.2999999989,"[0.045819021996001956, 0.08509812506052852, 0.07671635419865788]","[0.008429367628470323, 0.06629599695218312]","[0.991419567040899, 0.8085804329591019]","[130400543.2138408, 161568070.723841]","[373605.55, 1179628.751]","[91731.15, 0.0]","[0.0, 0.0]","[6041.457532288811, 2.7149951436892566e-12]",11.938768954849396,"[0.18064047198354907, 0.36013795657783565]","[299605.35, 0.0, 1741975.5, 0.0]","[3.930262376930218, 0.0, 4.606408199652578, 0.0]",91731.15,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,replay_only,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,2133312.0,2133312.0,2133312.0,"[0.04581902199600195, 0.08509812506052854, 0.07671635419865788]","[0.007150337980964183, 0.055246664126819243]","[0.8261829725340817, 0.6738170274659184]","[3223392.839726229, 64039556.95218247]","[192410.8, 1008365.00875]","[0.0, 0.0]","[0.0, 0.0]","[4.3794541257358156e-13, 1.4937335110140617e-12]",11.938768954849396,"[0.18064047198354907, 0.36013795657783565]","[391336.5, 0.0, 1741975.5, 0.0]","[7.335779366485566, 0.0, 4.606408199652578, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,isolated_fastest,0.8,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.6282206663625036, 0.6373393325221851]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,isolated_fastest,1.0,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.5025765330900027, 0.509871466017748]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,600,isolated_fastest,1.2,4000,20,complete,0.021741950091539963,0.1088743847605135,0.27806153123636573,0.009072830740790721,0.07838933686142284,0.22865085112696507,0.13554051958686045,0.32599999999999996,632.9000000000001,3044.0,14825.0,"[0.9905504573339374, 0.9950098868597314, 0.993882724848848]","[0.0, 0.0]","[0.41881377757500216, 0.4248928883481232]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.18576723162200545,"[0.15026843960400238, 0.15041622445606706]","[0.0, 1136.40325, 0.0, 4245.782499999999]","[0.0, 0.025635343821409577, 0.0, 0.09756731975143317]",2127929.8142500003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,queue_haul,0.8,4000,20,complete,0.0,0.0,1.2255779943757427e-07,0.0,0.0,1.2389502401290113e-07,0.0,0.0,0.0,0.0,0.0999999999994543,"[0.02963888345842141, 0.007802801534152535, 0.012425828033281516]","[6.601059602432035e-08, 3.388381818259486e-08]","[0.9999999333368335, 0.9999999660196007]","[1347180379.5727348, 1161156527.0639553]","[765386.3, 649612.9]","[765386.3, 649612.9]","[0.0, 0.0]","[814048.8043799035, 785482.697569344]",11.938768954849396,"[0.2092536895750618, 0.20769505128237284]","[0.0, 0.0, 0.0, 0.1]","[0.0, 0.0, 0.0, 1.2331132826949876e-07]",2133311.9,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,queue_haul,1.0,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114888,1.0,2133312.0,2133312.0,2133312.0,"[0.8221274287811328, 0.8479186415411692, 0.8418332628099598]","[0.012282443341458645, 0.012594598622480618]","[0.900157466753855, 0.8998425332461455]","[80011091.2986663, 124803362.73670216]","[559689.525, 865114.46525]","[0.0, 0.0]","[0.0, 0.0]","[2.3674391110700682e-12, 1.3282179655172562e-12]",11.938768954849396,"[0.2683164306996507, 0.2724619978617337]","[1105382.4, 573.9, 1025031.4, 2324.3]","[5.971227302404439, 0.0022162572179477984, 5.959774773785524, 0.008969232730232972]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,queue_haul,1.2,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089971,1.0,11.87749207273382,12.000045836964974,0.13648418048114888,1.0,2133312.0,2133312.0,2133312.0,"[0.8221274287811328, 0.8479186415411692, 0.8418332628099598]","[0.010235369451215535, 0.01049549885206717]","[0.7501312222948792, 0.7498687777051211]","[17169892.81413052, 31570051.54331548]","[411127.43624999997, 647598.8625]","[0.0, 0.0]","[0.0, 0.0]","[2.96507507956123e-12, 1.493426914252194e-12]",11.938768954849396,"[0.2683164306996507, 0.2724619978617337]","[1105382.4, 573.9, 1025031.4, 2324.3]","[5.971227302404439, 0.0022162572179477984, 5.959774773785524, 0.008969232730232972]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,greedy,0.8,4000,20,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.007867320793664834, 0.027536794162333667, 0.023350316879671942]","[1.338032314656265e-06, 2.1059235051817644e-07]","[0.9999986592713064, 0.9999997883418127]","[509538386.5533546, 3019643927.458791]","[285085.55, 1711329.3]","[285085.55, 1711329.3]","[0.0, 0.0]","[194501.37326354464, 3197324.183264774]",11.938768954849396,"[0.1658913246143112, 0.35400493659750454]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",2133312.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,greedy,1.0,4000,20,complete,4.572829382980756,9.755119989326783,11.172200195027132,0.8172084995790638,4.575249011574208,11.172211181936508,0.11153603234727681,0.0,1991767.8000000003,2044660.0,2092440.0999999992,"[0.01567360070947209, 0.028258080134211227, 0.02557211806621932]","[0.002932783676934981, 0.022009686759867187]","[0.99705087679377, 0.8029491232062312]","[416637376.01860267, 154472049.57673657]","[396818.2, 1167918.3107499997]","[85696.2, 0.0]","[0.0, 0.0]","[1959.6291608533925, 2.719588304556098e-12]",11.938768954849396,"[0.18143872301734104, 0.35933970554404343]","[311124.4, 0.0, 1736491.4, 0.0]","[4.270660443031682, 0.0, 4.522344575342778, 0.0]",85696.2,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,greedy,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114797,1.0,2133312.0,2133312.0,2133312.0,"[0.01567360070947209, 0.028258080134211234, 0.025572118066219313]","[0.0024575950693717995, 0.018341405633222663]","[0.8308757306614736, 0.6691242693385262]","[3587529.5093571716, 62374162.34454707]","[198025.05, 1001619.2899999998]","[0.0, 0.0]","[0.0, 0.0]","[4.926302525631865e-13, 1.3130396147535001e-12]",11.938768954849396,"[0.18143872301734104, 0.35933970554404343]","[396820.6, 0.0, 1736491.4, 0.0]","[7.4198429907953605, 0.0, 4.522344575342778, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,kv_only,0.8,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.6346652293342829, 0.6620208418051995]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,kv_only,1.0,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.5077321834674253, 0.5296166734441601]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,kv_only,1.2,4000,20,complete,0.06523580082386086,0.32663366136364447,0.8341845937090971,0.02721936780920297,0.23516829221000674,0.6859539904157954,0.40665651457227486,0.32599999999999996,1889.0,9124.0,44477.0,"[0.9906293553726803, 0.9950292544160261, 0.9939152123813401]","[0.0, 0.0]","[0.4231101528895217, 0.44134722787013275]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.5573742167439343,"[0.15037287887716239, 0.1508162319363097]","[0.0, 3408.0415000000003, 0.0, 12736.517999999998]","[0.0, 0.07692575457397462, 0.0, 0.2927191090625039]",2117167.4404999996,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,replay_only,0.8,4000,20,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.007867320793664834, 0.027536794162333667, 0.023350316879671942]","[1.338032314656265e-06, 2.1059235051817644e-07]","[0.9999986592713064, 0.9999997883418127]","[509538386.5533546, 3019643927.458791]","[285085.55, 1711329.3]","[285085.55, 1711329.3]","[0.0, 0.0]","[194501.37326354464, 3197324.183264774]",11.938768954849396,"[0.1658913246143112, 0.35400493659750454]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",2133312.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,32,reference,1800,replay_only,1.0,4000,20,complete,4.572829382980756,9.755119989326783,11.172200195027132,0.8172084995790638,4.575249011574208,11.172211181936508,0.11153603234727681,0.0,1991767.8000000003,2044660.0,2092440.0999999992,"[0.01567360070947209, 0.028258080134211227, 0.02557211806621932]","[0.002932783676934981, 0.022009686759867187]","[0.99705087679377, 0.8029491232062312]","[416637376.01860267, 154472049.57673657]","[396818.2, 1167918.3107499997]","[85696.2, 0.0]","[0.0, 0.0]","[1959.6291608533925, 2.719588304556098e-12]",11.938768954849396,"[0.18143872301734104, 0.35933970554404343]","[311124.4, 0.0, 1736491.4, 0.0]","[4.270660443031682, 0.0, 4.522344575342778, 0.0]",85696.2,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
